"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite1Kb:MemAlloc","thrpt",3,5,3868430.270000,3195976.552886,"Memory Allocated kB"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite1Kb:ThreadCPU","thrpt",3,5,4964.400000,32.514578,"ThreadCPU ms"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite56Kb","thrpt",3,5,792.139383,432.836134,"ops/ms"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite56Kb:GC-Collections","thrpt",3,5,6.800000,6.888241,"GC Collections"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite56Kb:GC-Time","thrpt",3,5,40.800000,119.754407,"GC Time"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite56Kb:JVMCPU","thrpt",3,5,16432.000000,844.248742,"JVMCPU ms"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite56Kb:MemAlloc","thrpt",3,5,3129265.372000,1990272.041656,"Memory Allocated kB"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite56Kb:ThreadCPU","thrpt",3,5,5292.200000,303.608073,"ThreadCPU ms"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite614Kb","thrpt",3,5,707.030814,355.524536,"ops/ms"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite614Kb:GC-Collections","thrpt",3,5,17.600000,25.043991,"GC Collections"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite614Kb:GC-Time","thrpt",3,5,71.000000,45.070632,"GC Time"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite614Kb:JVMCPU","thrpt",3,5,29464.000000,10869.652355,"JVMCPU ms"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite614Kb:MemAlloc","thrpt",3,5,12742526.186000,18.865613,"Memory Allocated kB"
"com.heliosapm.benchmarks.json.JSONUnmarshalling.HeapStringWrite614Kb:ThreadCPU","thrpt",3,5,10398.000000,1512.913540,"ThreadCPU ms"
